description,prix,code,marque,date
sélection de gâteaux au fromage tranchés,Gâteaux au fromage et tartes,14.98,20599530_EA,le Choix du Président,2019-07-16 14:35
Bloc de glace,Glace,2.49,20035114_EA,None,2019-07-16 14:35
Glaçons de qualité supérieure,Glace,3.0,20158645_EA,None,2019-07-16 14:35
Limonade rose,Jus,0.78,20559141001_EA,sans nom,2019-07-16 14:35
Punch aux raisins,Jus,0.78,20552134003_EA,sans nom,2019-07-16 14:35
Punch aux petits fruits,Jus,0.78,20552134001_EA,sans nom,2019-07-16 14:35
Punch aux fruits,Jus,0.78,20552134002_EA,sans nom,2019-07-16 14:35
Punch aux raisins,Jus,1.08,20418237004_EA,Minute Maid,2019-07-16 14:35
Punch aux fruits des champs,Jus,1.08,20418237002_EA,Minute Maid,2019-07-16 14:35
Punch aux pêches,Jus,1.08,20418237007_EA,Minute Maid,2019-07-16 14:35
Punch aux oranges,Jus,1.08,20418237006_EA,Minute Maid,2019-07-16 14:35
Punch aux fruits,Jus,1.08,20418237001_EA,Minute Maid,2019-07-16 14:35
Boisson Passion pêche et agrumes,Jus,1.38,20418326003_EA,Five Alive,2019-07-16 14:35
Thé glacé au citron Nestea,Jus,1.38,20418528_EA,None,2019-07-16 14:35
Limonade,Jus,1.38,20418457002_EA,Minute Maid,2019-07-16 14:35
Limonade rose,Jus,1.38,20418457003_EA,Minute Maid,2019-07-16 14:35
Jus d’orange non sucré,Jus,1.48,20552223002_EA,sans nom,2019-07-16 14:35
Jus d’orange sans pulpe,Jus,1.48,20552223001_EA,sans nom,2019-07-16 14:35
Jus d’orange sans pulpe,Jus,1.98,20418533003_EA,Minute Maid,2019-07-16 14:35
Jus d’orange original,Jus,1.98,20418533002_EA,Minute Maid,2019-07-16 14:35
Assortiment,Jus,6.98,20418611_EA,Minute Maid,2019-07-16 14:35
Saumon sauvage du Pacifique,Saumon,8.98,20112512_EA,SeaQuest,2019-07-16 14:35
Saumon Sauvage du Pacifique surgeler,Saumon,10.89,20077320_KG,High Liner,2019-07-16 14:35
Filets de saumon Prise du jour,Saumon,11.98,20651933_EA,High Liner,2019-07-16 14:35
Filets de saumon coho, avec la peau,Saumon,17.6,21000974_KG,None,2019-07-16 14:35
Crevettes cuites, 36/45,Crevette,10.0,21043685_EA,SeaQuest,2019-07-16 14:35
Couronne de crevettes,Crevette,10.0,20979191_EA,SeaQuest,2019-07-16 14:35
Crevette à salade,Crevette,11.0,20180352_EA,SeaQuest,2019-07-16 14:35
rouleaux de printemps crevettes et basilic thaï,Crevette,11.98,20950440_EA,le Choix du Président,2019-07-16 14:35
Crevettes sauvages d’Argentine crues,Crevette,12.0,20970937_EA,None,2019-07-16 14:35
Crevettes tigrées noires, 31-40,Crevette,12.98,20855133_EA,Anchor Bay,2019-07-16 14:35
Plateau de crevettes avec sauce cocktail douce,Crevette,19.0,20147098_EA,le Choix du Président,2019-07-16 14:35
Filets de pangasius,Poisson entier et filets,3.98,20823944_EA,Anchor Bay,2019-07-16 14:35
Filets de sole sans peau et sans arêtes,Poisson entier et filets,6.98,20048346_EA,SeaQuest,2019-07-16 14:35
Filets de tilapia,Poisson entier et filets,6.98,20111565_EA,SeaQuest,2019-07-16 14:35
Filets de morue sans peau et sans arêtes,Poisson entier et filets,6.98,20036614_EA,SeaQuest,2019-07-16 14:35
Filets de sole,Poisson entier et filets,7.98,20121326_EA,High Liner,2019-07-16 14:35
Tilapia entier,Poisson entier et filets,7.98,21006630_EA,Anchor Bay,2019-07-16 14:35
Filets de tilapia Prise du jour,Poisson entier et filets,11.98,20706456_EA,High Liner,2019-07-16 14:35
Pétoncles panés précuits,Hors D'oeuvres,8.98,20185125_EA,None,2019-07-16 14:35
Rondelles de calmar panées,Hors D'oeuvres,10.0,21021615_EA,None,2019-07-16 14:35
crevettes en torpilles tempura avec sauce soya sucrée,Hors D'oeuvres,11.98,20978921_EA,le Choix du Président,2019-07-16 14:35
Crevette papillon panée,Hors D'oeuvres,11.98,20080117_EA,le Choix du Président,2019-07-16 14:35
Crevettes panées à la noix de coco avec trempette aux chilis doux,Hors D'oeuvres,11.98,20135874_EA,le Choix du Président,2019-07-16 14:35
galettes de saumon et aiglefin fumé de source durable fondant au centre,Prêt à cuisiner,5.98,21001233_EA,le Choix du Président,2019-07-16 14:35
burgers de saumon de l'atlantique pleins de parmesan et épinards,Prêt à cuisiner,13.98,20956696_EA,le Choix du Président,2019-07-16 14:35
Saumon Steelhead fumé,Poisson fumé,3.98,20792840_EA,None,2019-07-16 14:35
Saumon de l’atlantique écossais doublement fumé,Poisson fumé,10.0,21047088_EA,le Choix du Président,2019-07-16 14:35
Saumon sauvage fumé,Poisson fumé,10.0,21021450_EA,None,2019-07-16 14:35
Saumon coho sauvage fumé,Poisson fumé,10.98,20109004_EA,SeaQuest,2019-07-16 14:35
Saumon Sockeye sauvage du Pacifique fumé,Poisson fumé,12.98,20055009_EA,le Choix du Président,2019-07-16 14:35
saumon de l’atlantique écossais fumé au chêne doublement fumé en longues tranches,Poisson fumé,16.0,21047046_EA,le Choix du Président,2019-07-16 14:35
Saumon,Poisson fumé,19.98,20114139_EA,None,2019-07-16 14:35
Mélange de fruits de mer,Fruits de mer, calamars et pieuvres,4.98,20792248_EA,None,2019-07-16 14:35
Chair de moule,Fruits de mer, calamars et pieuvres,5.98,20792247_EA,Anchor Bay,2019-07-16 14:35
Pétoncles petits,Fruits de mer, calamars et pieuvres,7.98,20151325_EA,SeaQuest,2019-07-16 14:35
Pétoncles sauvages de la Nouvelle-Écosse surgelés Menu bleu,Fruits de mer, calamars et pieuvres,22.0,20038148_EA,le Choix du Président,2019-07-16 14:35
Soupe aux tomates,Soupes,0.5,20707829_EA,Aylmer,2019-07-16 14:36
Soupe aux tomates,Soupes,0.5,20812037_EA,Baxter,2019-07-16 14:36
Crème de champignons,Soupes,0.5,20833906_EA,Aylmer,2019-07-16 14:36
Soupe aux légumes,Soupes,0.5,20833878_EA,Aylmer,2019-07-16 14:36
Soupe poulet et nouilles,Soupes,0.5,20833957_EA,Aylmer,2019-07-16 14:36
Tasses à soupe au poulet,Soupes,0.6,20301246002_EA,sans nom Format Club,2019-07-16 14:36
Tasses à soupe aux crevettes orientales,Soupes,0.6,20301246003_EA,sans nom Format Club,2019-07-16 14:36
Condensé de soupe au poulet et nouilles,Soupes,0.78,20301663_EA,sans nom,2019-07-16 14:36
Mélange à soupe poulet et nouilles,Soupes,0.78,20685645_EA,sans nom,2019-07-16 14:36
Sans Nom Soupe Condensée Crème de Champignons,Soupes,0.78,20302431_EA,sans nom,2019-07-16 14:36
Crème de céleri,Soupes,0.88,20697418_EA,sans nom,2019-07-16 14:36
Mélange de soupe à l’oignon avec recette,Soupes,0.88,21099689_EA,sans nom,2019-07-16 14:36
Bouillon de poulet,Soupes,0.88,20696843_EA,sans nom,2019-07-16 14:36
Cubes de bœuf,Soupes,0.88,20981934_EA,Sufra Halal,2019-07-16 14:36
Bol de nouilles au kimchi,Soupes,0.88,20087422001_EA,Nong Shim,2019-07-16 14:36
Bol de nouilles piquantes et épicées,Soupes,0.88,20087422003_EA,Nong Shim,2019-07-16 14:36
Cubes de poulet,Soupes,0.88,20981926_EA,Sufra Halal,2019-07-16 14:36
Bouillon de bœuf,Soupes,0.88,20696478_EA,sans nom,2019-07-16 14:36
Crème de poulet,Soupes,0.88,20697038_EA,sans nom,2019-07-16 14:36
Soupe Poulet et riz,Soupes,0.88,20696975_EA,sans nom,2019-07-16 14:36
Sans Nom Soupe Condensée Crème de Champignons,Soupes,0.88,20697878_EA,sans nom,2019-07-16 14:36
Crème de poulet condensée faible en gras,Soupes,0.88,20697039_EA,sans nom,2019-07-16 14:36
Cubes de bouillon de bœuf,Soupes,0.98,20378063002_EA,Knorr,2019-07-16 14:36
Cubes de bouillon de poulet,Soupes,0.98,20378063001_EA,Knorr,2019-07-16 14:36
Contenant de nouilles au poulet épicé,Soupes,1.0,20296506003_EA,Mr Noodles,2019-07-16 14:36
Poulet Nouilles dans une tasse,Soupes,1.0,20296506002_EA,Mr Noodles,2019-07-16 14:36
Nouilles dans une Tasse à Saveur de Légumes,Soupes,1.0,21097909_EA,Mr Noodles,2019-07-16 14:36
Nouilles dans une tasse à saveur de bœuf,Soupes,1.0,20296506001_EA,Mr Noodles,2019-07-16 14:36
Condensé de soupe aux légumes,Soupes,1.18,20176214002_EA,Campbell’s,2019-07-16 14:36
Condensé de soupe aux tomates,Soupes,1.18,20176214001_EA,Campbell’s,2019-07-16 14:36
Bouillon de poulet,Soupes,1.18,20042814_EA,Swanson,2019-07-16 14:36
Nouilles au bœuf et au kimchi dans un bol,Soupes,1.28,20298689001_EA,Mr Noodles,2019-07-16 14:36
Saveur orientale,Soupes,1.28,20317993_EA,Gattuso,2019-07-16 14:36
Instant Noodles Saveur Particulière de Poulet 4 Packs x 70 g (280 g),Soupes,1.28,21030662_EA,Canton,2019-07-16 14:36
Saveur de poulet rôti,Soupes,1.28,20320682005_EA,Gattuso,2019-07-16 14:36
Saveur de poulet,Soupes,1.28,20320682001_EA,Gattuso,2019-07-16 14:36
Nouilles au kimchi dans un bol,Soupes,1.28,20298689002_EA,Mr Noodles,2019-07-16 14:36
Soupe aux nouilles et au kimchi,Soupes,1.28,20310996001_EA,Mr Noodles,2019-07-16 14:36
Soupe aux nouilles Pho piquante et épicée,Soupes,1.28,20725520_EA,Mr Noodles,2019-07-16 14:36
Bouillon de poulet Menu bleu,Soupes,1.44,20019239_EA,le Choix du Président,2019-07-16 14:36
Bol de soupe aux nouilles oolongmen Shin,Soupes,1.48,20032441005_EA,Nong Shim,2019-07-16 14:36
Préparation pour soupe à l’oignon,Soupes,1.48,21099682_EA,sans nom,2019-07-16 14:36
Bol de soupe aux nouilles oolongmen aux fruits de mer,Soupes,1.48,20032441004_EA,Nong Shim,2019-07-16 14:36
Bol de soupe aux nouilles oolongmen au bœuf,Soupes,1.48,20032441002_EA,Nong Shim,2019-07-16 14:36
Mélange à soupe poulet et nouilles,Soupes,1.48,20026331_EA,sans nom,2019-07-16 14:36
Bouillon de bœuf à teneur réduite en sel,Soupes,1.48,20299328004_EA,sans nom,2019-07-16 14:36
Bouillon de bœuf,Soupes,1.48,20299328003_EA,sans nom,2019-07-16 14:36
Bouillon de légumes,Soupes,1.48,20889872_EA,sans nom,2019-07-16 14:36
Chili de bœuf piquant et épicé Chunky,Ragoûts et chili,2.0,20318367001_EA,Campbell’s,2019-07-16 14:36
Chili de bœuf style maison Chunky,Ragoûts et chili,2.0,20318367002_EA,Campbell’s,2019-07-16 14:36
Chili au bifteck,Ragoûts et chili,2.0,20318367003_EA,Campbell’s,2019-07-16 14:36
Haricots secs rouges,Haricots et légumineuses,0.78,20862035_EA,Arz,2019-07-16 14:36
Haricots noirs,Haricots et légumineuses,0.78,20861984_EA,Arz,2019-07-16 14:36
Pois chiches,Haricots et légumineuses,0.78,20861981_EA,Arz,2019-07-16 14:36
Haricots romains,Haricots et légumineuses,0.78,20862059_EA,Arz,2019-07-16 14:36
Lentilles vertes,Haricots et légumineuses,0.78,20861986_EA,Arz,2019-07-16 14:36
Haricots pinto,Haricots et légumineuses,0.78,20862039_EA,Arz,2019-07-16 14:36
Haricots romano,Haricots et légumineuses,0.88,20561290_EA,sans nom,2019-07-16 14:36
Pois chiches,Haricots et légumineuses,0.88,20325921001_EA,sans nom,2019-07-16 14:36
Petits Haricots Rouges,Haricots et légumineuses,0.88,20296552_EA,Clic,2019-07-16 14:36
Gourganes,Haricots et légumineuses,0.88,20554592_EA,sans nom,2019-07-16 14:36
Haricots noirs,Haricots et légumineuses,0.88,20325921005_EA,sans nom,2019-07-16 14:36
Haricots rouge foncé,Haricots et légumineuses,0.88,20554593_EA,sans nom,2019-07-16 14:36
Lentilles,Haricots et légumineuses,0.88,20325921004_EA,sans nom,2019-07-16 14:36
Haricots noirs,Haricots et légumineuses,0.88,20298841001_EA,Clic,2019-07-16 14:36
Haricots à œil noir,Haricots et légumineuses,0.88,20554594_EA,sans nom,2019-07-16 14:36
Petits haricots blanc,Haricots et légumineuses,0.88,20325921006_EA,sans nom,2019-07-16 14:36
Haricots blancs,Haricots et légumineuses,0.88,20148074_EA,sans nom,2019-07-16 14:36
Salade de pois chiches et gourganes,Haricots et légumineuses,0.98,20862151_EA,Arz,2019-07-16 14:36
Gourganes,Haricots et légumineuses,0.98,20862668_EA,Arz,2019-07-16 14:36
Fèves au lard,Haricots et légumineuses,1.0,20302049002_EA,Clark,2019-07-16 14:36
Fèves au sirop d’érable,Haricots et légumineuses,1.0,20302049001_EA,Clark,2019-07-16 14:36
Sans Nom Fèves dans une Sauce Tomate,Haricots et légumineuses,1.0,20314839003_EA,sans nom,2019-07-16 14:36
Fèves au lard et mélasse,Haricots et légumineuses,1.0,20302049004_EA,Clark,2019-07-16 14:36
Fèves en sauce tomate,Haricots et légumineuses,1.0,20302049003_EA,Clark,2019-07-16 14:36
Salade de haricots mélangés marinés,Haricots et légumineuses,1.0,20017763_EA,sans nom,2019-07-16 14:36
Fèves, au lard à la sauce tomate,Haricots et légumineuses,1.0,20302049006_EA,Clark,2019-07-16 14:36
Fèves au goût de sirop d’érable,Haricots et légumineuses,1.0,20302049005_EA,Clark,2019-07-16 14:36
Fèves au lard et à la mélasse,Haricots et légumineuses,1.0,20573474_EA,sans nom,2019-07-16 14:36
haricots blancs,Haricots et légumineuses,1.18,20300629_EA,le Choix du Président,2019-07-16 14:36
pois chiches,Haricots et légumineuses,1.18,20318942_EA,le Choix du Président,2019-07-16 14:36
Haricots rouges sans sel ajouté,Haricots et légumineuses,1.18,20007312_EA,le Choix du Président,2019-07-16 14:36
Fèves, au four de type Homestyle,Haricots et légumineuses,1.18,20301296_EA,Clark,2019-07-16 14:36
Café aromatisé à l’érable,Haricots et légumineuses,1.18,20114963_EA,Clark,2019-07-16 14:36
haricots noirs,Haricots et légumineuses,1.18,20305136001_EA,le Choix du Président,2019-07-16 14:36
Tomates broyées, sans sel,Haricots et légumineuses,1.28,21024447_EA,Unico,2019-07-16 14:36
Mélange de haricots,Haricots et légumineuses,1.38,20313447007_EA,Unico,2019-07-16 14:36
Haricots noirs,Haricots et légumineuses,1.38,20313447006_EA,Unico,2019-07-16 14:36
Haricots noirs, sans sel ajouté,Haricots et légumineuses,1.38,21040069_EA,Unico,2019-07-16 14:36
Lentilles,Haricots et légumineuses,1.38,20313447003_EA,Unico,2019-07-16 14:36
Haricots rouges,Haricots et légumineuses,1.38,20313447001_EA,Unico,2019-07-16 14:36
Haricots romano,Haricots et légumineuses,1.38,20313447004_EA,Unico,2019-07-16 14:36
Haricots Pinto,Haricots et légumineuses,1.38,20907711_EA,Unico,2019-07-16 14:36
Fèves géantes mélangées,Haricots et légumineuses,1.48,20861983_EA,Arz,2019-07-16 14:36
Gourganes extra grosses,Haricots et légumineuses,1.68,20862333_EA,Arz,2019-07-16 14:36
Gourganes vertes,Haricots et légumineuses,1.98,20862054_EA,Arz,2019-07-16 14:36
Gros haricots de Lima,Haricots et légumineuses,1.98,20862051_EA,Arz,2019-07-16 14:36
Biologique Haricots Noirs,Haricots et légumineuses,2.0,21117923_EA,le Choix du Président,2019-07-16 14:36
Pois chiches,Haricots et légumineuses,2.0,20314226001_EA,le Choix du Président,2019-07-16 14:36
Pâté Jambon Érable avec Saveur Naturelle d'Érable,Poissons et fruits de mer,1.0,21031886_EA,None,2019-07-16 14:36
Pâté de jambon Paris Pâté,Poissons et fruits de mer,1.0,21006692_EA,None,2019-07-16 14:36
Pâté, jambon, veau et bacon,Poissons et fruits de mer,1.0,21006860_EA,None,2019-07-16 14:36
Pâté, Sandwich,Poissons et fruits de mer,1.0,21018722_EA,None,2019-07-16 14:36
Pâté de foie Paris Pâté,Poissons et fruits de mer,1.0,21006850_EA,None,2019-07-16 14:36
Thon entier léger dans l’huile,Poissons et fruits de mer,1.08,20069525_EA,Unico,2019-07-16 14:36
Thon pâle en morceaux dans l’eau,Poissons et fruits de mer,1.18,20521647_EA,sans nom,2019-07-16 14:36
Thon pâle émietté – thon germon – mis en conserve dans l’eau,Poissons et fruits de mer,1.18,20521648_EA,sans nom,2019-07-16 14:36
Thon pâle à la tomate et au basilic,Poissons et fruits de mer,1.28,20097482002_EA,sans nom,2019-07-16 14:36
Thon pâle au citron et au poivre,Poissons et fruits de mer,1.28,20097482003_EA,sans nom,2019-07-16 14:36
Thon pâle émietté au chili thaïlandais épicé,Poissons et fruits de mer,1.28,20097482001_EA,sans nom,2019-07-16 14:36
Thon pâle entier,Poissons et fruits de mer,1.38,20113745_EA,Unico,2019-07-16 14:36
Thon blanc émietté – Listao – mis en conserve dans l’eau,Poissons et fruits de mer,1.38,20573583_EA,Clover Leaf,2019-07-16 14:36
Thon pâle émietté au citron et poivre,Poissons et fruits de mer,1.38,20315581007_EA,Clover Leaf,2019-07-16 14:36
Thon pâle émietté avec tomates séchées au soleil et basilic,Poissons et fruits de mer,1.38,20315581004_EA,Clover Leaf,2019-07-16 14:36
Thon pâle émietté dans une sauce chili thaïlandaise épicée,Poissons et fruits de mer,1.38,20315581001_EA,Clover Leaf,2019-07-16 14:36
Thon pâle à listao en morceaux mis en conserve dans l’eau,Poissons et fruits de mer,1.38,20018117001_EA,Clover Leaf,2019-07-16 14:36
Thon pâle émietté à l’aneth et au citron,Poissons et fruits de mer,1.38,20315581005_EA,Clover Leaf,2019-07-16 14:36
Sardines à la sauce citronnée,Poissons et fruits de mer,1.48,20322242005_EA,Brunswick,2019-07-16 14:36
Sardines en sauce à la tomate,Poissons et fruits de mer,1.48,20322242003_EA,Brunswick,2019-07-16 14:36
Sardines dans de l’eau de source,Poissons et fruits de mer,1.48,20322242001_EA,Brunswick,2019-07-16 14:36
Sardines à l’huile de soja,Poissons et fruits de mer,1.48,20322242002_EA,Brunswick,2019-07-16 14:36
Sardines avec piments forts,Poissons et fruits de mer,1.48,20322242006_EA,Brunswick,2019-07-16 14:36
Dinde en morceaux Menu bleu,Poissons et fruits de mer,1.68,20619888002_EA,le Choix du Président,2019-07-16 14:36
Morceaux de poulet Menu bleu,Poissons et fruits de mer,1.68,20619888001_EA,le Choix du Président,2019-07-16 14:36
Thon pâle en morceaux dans l’eau,Poissons et fruits de mer,1.78,21005134_EA,Ocean,2019-07-16 14:36
Thon Pâle Émietté à l'Eau,Poissons et fruits de mer,1.78,21079043_EA,Ocean,2019-07-16 14:36
Bouchées aux fruits de mer fumés et dorés,Poissons et fruits de mer,1.78,20318426003_EA,Brunswick,2019-07-16 14:36
Thon pâle en morceaux, dans l’eau,Poissons et fruits de mer,1.78,21079039_EA,Ocean,2019-07-16 14:36
Bouchées de fruits de mer kipper,Poissons et fruits de mer,1.78,20318426001_EA,Brunswick,2019-07-16 14:36
Thon pâle émietté mayonnaise Ocean,Poissons et fruits de mer,1.88,20917566003_EA,Ocean,2019-07-16 14:36
huîtres fumées entières dans l'huile,Poissons et fruits de mer,2.18,20333488_EA,le Choix du Président,2019-07-16 14:36
Jambon en flocons,Poissons et fruits de mer,2.28,20298273001_EA,Maple Leaf,2019-07-16 14:36
Flocons de dinde,Poissons et fruits de mer,2.28,20298273003_EA,Maple Leaf,2019-07-16 14:36
Gueuleton Poulet original,Poissons et fruits de mer,2.28,20821019_EA,Clover Leaf,2019-07-16 14:36
